entity_1,entity_2,relation_type,frequency
public health emergencies,Cadence Design Systems,threatens,1
Cadence Design Systems,automotive sector,trades_with,1
Cadence Design Systems,aerospace sector,trades_with,1
Cadence Design Systems,defense sector,trades_with,1
Cadence Design Systems,life sciences sector,trades_with,1
open source software,Cadence Design Systems,threatens,1
competitors,China,operates_in,1
ransomware,Cadence Design Systems,threatens,1
Moore's Law,semiconductor industry,influences,1
Delaware,Cadence Design Systems,regulates,1
CDW Corporation,Dell Technologies,depends_on,1
CDW Corporation,hyper-converged infrastructure,develops,1
generative AI,CDW Corporation,threatens,1
cybersecurity,CDW Corporation,threatens,1
ransomware,CDW Corporation,threatens,1
malware,CDW Corporation,threatens,1
US Department of Justice,CDW Corporation,regulates,1
Schools and Libraries Program,CDW Corporation,funds,1
E-Rate Program,CDW Corporation,funds,1
COVID-19,CDW Corporation,disrupts,1
inflation,CDW Corporation,threatens,1
interest rates,CDW Corporation,threatens,1
United Kingdom,CDW Corporation,operates_in,1
Canada,CDW Corporation,operates_in,1
Apple,CDW Corporation,competes_with,1
Cisco,CDW Corporation,competes_with,1
Dell Technologies,CDW Corporation,competes_with,1
Microsoft,CDW Corporation,competes_with,1
Fortinet,China,operates_in,1
Fortinet,Japan,depends_on,1
Fortinet,Distribution,depends_on,1
Fortinet,Lacework,controls,1
Fortinet,Next DLP,controls,1
Fortinet,Perception Point,controls,1
Fortinet,Linksys,funds,1
Fortinet,Financial Services,operates_in,1
Fortinet,government,operates_in,1
Fortinet,Healthcare,operates_in,1
Fortinet,manufacturing,operates_in,1
Fortinet,retail,operates_in,1
Fortinet,technology,operates_in,1
Fortinet,telecommunications,operates_in,1
Fortinet,EMEA,operates_in,1
Fortinet,APAC,operates_in,1
Fortinet,North American,operates_in,1
Fortinet,FDII,depends_on,1
Fortinet,inflation,threatens,1
Fortinet,interest rates,threatens,1
Fortinet,tariffs,threatens,1
Fortinet,trade restrictions,threatens,1
Fortinet,war in Ukraine,threatens,1
war in Ukraine,Ukraine,disrupts,1
supply chain constraints,Teledyne Technologies,disrupts,1
China,Teledyne Technologies,trades_with,1
United Kingdom,Teledyne Technologies,trades_with,1
Russia-Ukraine war,Teledyne Technologies,threatens,1
Boeing,Teledyne Technologies,trades_with,1
Airbus,Teledyne Technologies,trades_with,1
oil and gas industry,Teledyne Technologies,trades_with,1
semiconductor industry,Teledyne Technologies,trades_with,1
climate change regulations,Teledyne Technologies,regulates,1
cybersecurity threats,Teledyne Technologies,threatens,1
cybersecurity requirements,Teledyne Technologies,regulates,1
Department of Justice,Teledyne Technologies,regulates,1
COVID-19 pandemic,Teledyne Technologies,disrupts,1
NATO,Teledyne Technologies,funds,1
Russia,Teledyne Technologies,opposes,1
export controls,China,regulates,1
China,semiconductor technology,develops,1
FLIR Systems,Teledyne Technologies,depends_on,1
the U.S. Department of State,Teledyne Technologies,regulates,1
the U.S. Department of Commerce,Teledyne Technologies,regulates,1
security breaches,Datadog,threatens,1
Audit Committee,Datadog,controls,1
Emilio Escobar,Datadog,controls,1
Alexis Lê-Quôc,Datadog,controls,1
GoDaddy,United States,operates_in,1
GoDaddy,Canada,operates_in,1
GoDaddy,Germany,operates_in,1
GoDaddy,Russia,opposes,1
GoDaddy,Microsoft Corporation,depends_on,1
GoDaddy,Yelp,depends_on,1
GoDaddy,Google,depends_on,1
GoDaddy,Amazon,depends_on,1
GoDaddy,WhatsApp,depends_on,1
GoDaddy,Instagram,depends_on,1
GoDaddy,PayPal,depends_on,1
GoDaddy,Stripe,depends_on,1
GoDaddy,Block,depends_on,1
GoDaddy,Mercado Libre,depends_on,1
GoDaddy,Proofpoint,depends_on,1
GoDaddy,SkyKick,depends_on,1
GoDaddy,Barracuda,depends_on,1
GoDaddy,Snapchat,competes_with,1
GoDaddy,X,competes_with,1
GoDaddy,WeChat,competes_with,1
E.U. AI Act,GoDaddy,regulates,1
California,GoDaddy,regulates,1
Colorado,GoDaddy,regulates,1
NIS2 Directive,GoDaddy,regulates,1
Securities and Exchange Commission,GoDaddy,regulates,1
ICANN,GoDaddy,regulates,1
H-1B visa program,GoDaddy,regulates,1
the Payment Card Industry Data Security Standard,GoDaddy,regulates,1
GoDaddy,Generative AI,develops,1
GoDaddy,Airo,develops,1
GoDaddy,GoDaddy Payments,develops,1
GoDaddy,small and medium-sized businesses,trades_with,1
GoDaddy,entrepreneurs,trades_with,1
GoDaddy,cloud computing,depends_on,1
GoDaddy,domain name registration system,depends_on,1
cybersecurity,GoDaddy,threatens,1
GoDaddy,Middle East,operates_in,1
GoDaddy,North Africa,operates_in,1
GoDaddy,Asian,operates_in,1
NXP Semiconductors,automotive,depends_on,1
NXP Semiconductors,industrial IoT,depends_on,1
NXP Semiconductors,mobile,depends_on,1
NXP Semiconductors,communication infrastructure,depends_on,1
NXP Semiconductors,TSMC,depends_on,1
NXP Semiconductors,Vanguard International Semiconductor Corporation,depends_on,1
NXP Semiconductors,Robert Bosch Gmbh,allies_with,1
NXP Semiconductors,Infineon Technologies AG,allies_with,1
NXP Semiconductors,silicon wafers,depends_on,1
NXP Semiconductors,water,depends_on,1
NXP Semiconductors,electricity,depends_on,1
2011 tsunami in Japan,NXP Semiconductors,disrupts,1
tariffs,NXP Semiconductors,threatens,1
export controls,NXP Semiconductors,regulates,1
sanctions,NXP Semiconductors,threatens,1
labor unions,NXP Semiconductors,influences,1
works councils,NXP Semiconductors,influences,1
global financial crisis,NXP Semiconductors,disrupts,1
Dutch foreign investment control regime,NXP Semiconductors,regulates,1
U.S. outbound investment rules,NXP Semiconductors,regulates,1
NXP Semiconductors,Netherlands,operates_in,1
Securities and Exchange Commission,NXP Semiconductors,regulates,1
Teradyne,Samsung,depends_on,1
Advantest Corporation,Teradyne,competes_with,1
SPEA,Teradyne,competes_with,1
Cohu,Teradyne,competes_with,1
KUKA Robotics,Teradyne,competes_with,1
ABB,Teradyne,competes_with,1
FANUC,Teradyne,competes_with,1
Omron,Teradyne,competes_with,1
Rockwell Automation,Teradyne,competes_with,1
Flex,Teradyne,supplies,1
Plexus,Teradyne,supplies,1
SAM Meerkat,Teradyne,supplies,1
export controls,Teradyne,regulates,1
China,Teradyne,threatens,1
Teradyne,Taiwan,depends_on,1
Singapore Economic Development Board,Teradyne,regulates,1
Israel-Hamas conflict,Teradyne,threatens,1
Teradyne,silicon carbide,develops,1
Teradyne,gallium nitride,develops,1
the U.S. Dollar,Teradyne,influences,1
Pillar Two,Teradyne,regulates,1
Teradyne,automotive electronics,operates_in,1
Teradyne,defense aerospace,operates_in,1
industrial automation,Teradyne,influences,1
Silicon Valley Bank,Teradyne,threatens,1
Cisco,Arista Networks,competes_with,1
Dell,Arista Networks,competes_with,1
Extreme Networks,Arista Networks,competes_with,1
Hewlett Packard Enterprise,Arista Networks,competes_with,1
Huawei,Arista Networks,competes_with,1
Juniper Networks,Arista Networks,competes_with,1
Nvidia,Arista Networks,competes_with,1
AI regulation,Arista Networks,regulates,1
cybersecurity regulation,Arista Networks,regulates,1
privacy regulation,Arista Networks,regulates,1
data protection regulation,Arista Networks,regulates,1
China,semiconductors,controls,1
semiconductors,Arista Networks,supplies,1
Russia-Ukraine conflict,Arista Networks,disrupts,1
Israel-Hamas conflict,Arista Networks,disrupts,1
COVID-19 pandemic,Arista Networks,disrupts,1
banking crisis,Arista Networks,threatens,1
white box solutions,Arista Networks,competes_with,1
open-source network operating systems,Arista Networks,competes_with,1
Arista Networks,AI,depends_on,1
Arista Networks,Ethernet,develops,1
Arista Networks,800 GbE,develops,1
Arista Networks,networking market,operates_in,1
Arista Networks,data center market,operates_in,1
Arista Networks,campus networking market,operates_in,1
Arista Networks,enterprise market,operates_in,1
Broadcom,merchant silicon,produces,1
merchant silicon,Arista Networks,supplies,1
European Union,Arista Networks,regulates,1
United Kingdom,Arista Networks,regulates,1
Garmin,Taiwan,depends_on,1
the U.S. Department of Defense,GPS,controls,1
Garmin,Iridium,depends_on,1
Google,Garmin,competes_with,1
5G,radar altimeters,disrupts,1
Garmin,radar altimeters,produces,1
ITU,GPS,regulates,1
GNSS jamming,Garmin,threatens,1
GNSS spoofing,Garmin,threatens,1
cybersecurity threats,Garmin,threatens,1
tariffs,Garmin,threatens,1
Environmental Protection Agency,Garmin,regulates,1
global minimum tax,Garmin,threatens,1
COVID-19 pandemic,Garmin,disrupts,1
Garmin,GLONASS,depends_on,1
Garmin,Galileo,depends_on,1
Garmin,BeiDou,depends_on,1
Garmin,wearable devices market,operates_in,1
Garmin,aviation industry,operates_in,1
Garmin,marine industry,operates_in,1
Garmin,automotive industry,operates_in,1
GDPR,Garmin,regulates,1
cyberattacks,Tyler Technologies,threatens,1
Tyler Technologies,AWS,depends_on,1
AWS,Tyler Technologies,disrupts,1
Tyler Technologies,third-party vendors,depends_on,1
third-party vendors,Tyler Technologies,influences,1
Tyler Technologies,third-party licensed software,depends_on,1
Tyler Technologies,artificial intelligence,develops,1
artificial intelligence,Tyler Technologies,threatens,1
competitors,Tyler Technologies,competes_with,1
consulting firms,Tyler Technologies,competes_with,1
IT departments,Tyler Technologies,competes_with,1
Tyler Technologies,public sector,operates_in,1
recession,public sector,threatens,1
Tyler Technologies,Wells Fargo Bank,depends_on,1
2024 Credit Agreement,Tyler Technologies,regulates,1
Convertible Senior Notes,Tyler Technologies,influences,1
labor market,Tyler Technologies,threatens,1
minimum wage laws,Tyler Technologies,regulates,1
corporate governance,Tyler Technologies,regulates,1
privacy laws,Tyler Technologies,regulates,1
data protection laws,Tyler Technologies,regulates,1
U.S. patent office,Intellectual Property,regulates,1
natural disaster,data centers,threatens,1
fire,data centers,threatens,1
terrorism,data centers,threatens,1
computer viruses,Tyler Technologies,threatens,1
malicious software,Tyler Technologies,threatens,1
generative artificial intelligence,Intellectual Property,threatens,1
Tyler Technologies,insurance carriers,depends_on,1
Tyler Technologies,performance bonds,depends_on,1
prime contractors,Tyler Technologies,controls,1
Tyler Technologies,machine learning,develops,1
information security team,cybersecurity incidents,opposes,1
Motorola Solutions,Airbus,competes_with,1
Motorola Solutions,BK Technologies,competes_with,1
Motorola Solutions,Hytera,competes_with,1
Motorola Solutions,L3Harris Technologies,competes_with,1
Motorola Solutions,Samsung,competes_with,1
Motorola Solutions,Axon Enterprise,competes_with,1
Motorola Solutions,Hikvision,competes_with,1
Motorola Solutions,Honeywell,competes_with,1
Motorola Solutions,Genetec,competes_with,1
Motorola Solutions,Verkada,competes_with,1
Motorola Solutions,Tyler Technologies,competes_with,1
Motorola Solutions,Hexagon,competes_with,1
Competition and Markets Authority,Motorola Solutions,regulates,1
Motorola Solutions,3tc Software,controls,1
Motorola Solutions,Noggin,controls,1
Motorola Solutions,Silent Sentinel,controls,1
Motorola Solutions,IPVideo,controls,1
Motorola Solutions,Rave Mobile,controls,1
Motorola Solutions,Ava,controls,1
Motorola Solutions,Motorola Mobility,depends_on,1
Motorola Solutions,China,operates_in,1
Motorola Solutions,Mexico,operates_in,1
Motorola Solutions,Malaysia,operates_in,1
Motorola Solutions,Canada,operates_in,1
EU Corporate Sustainability Reporting Directive,Motorola Solutions,regulates,1
EU Corporate Sustainability Due Diligence Directive,Motorola Solutions,regulates,1
Uyghur Forced Labor Protection Act,Motorola Solutions,regulates,1
Foreign Corrupt Practices Act,Motorola Solutions,regulates,1
U.K. Bribery Act,Motorola Solutions,regulates,1
Motorola Solutions,natural gas,consumes,1
Motorola Solutions,electricity,consumes,1
Motorola Solutions,oil,consumes,1
Motorola Solutions,rare earth materials,consumes,1
Motorola Solutions,radio spectrum,depends_on,1
President Trump,DEI,opposes,1
President Trump,climate change,opposes,1
Home Office,Motorola Solutions,influences,1
U.K. High Court,Motorola Solutions,influences,1
Motorola Solutions,artificial intelligence,develops,1
Motorola Solutions,cloud solutions,develops,1
public mobile broadband networks,LMR Communications,threatens,1
Motorola Solutions,license plate recognition,develops,1
NIS2,Motorola Solutions,regulates,1
Motorola Solutions,United States,operates_in,1
Motorola Solutions,United Kingdom,operates_in,1
Texas Instruments,Securities and Exchange Commission,regulates,1
tariffs,Texas Instruments,threatens,1
China,semiconductor market,influences,1
Customer,Texas Instruments,depends_on,1
cybersecurity incidents,Texas Instruments,threatens,1
artificial intelligence,Texas Instruments,threatens,1
natural disasters,Texas Instruments,disrupts,1
suppliers,Texas Instruments,supplies,1
Texas Instruments,advanced logic manufacturing,develops,1
Distribution,Texas Instruments,trades_with,1
Distribution,competitors,trades_with,1
data privacy regulations,Texas Instruments,regulates,1
ESG reporting requirements,Texas Instruments,regulates,1
taxing authorities,Texas Instruments,regulates,1
OECD Base Erosion and Profit Shifting,Texas Instruments,regulates,1
government entities,Texas Instruments,funds,1
government entities,Texas Instruments,regulates,1
credit markets,Texas Instruments,influences,1
financial markets,Texas Instruments,influences,1
epidemics,Texas Instruments,disrupts,1
terrorism,Texas Instruments,threatens,1
war,Texas Instruments,threatens,1
export restrictions,Texas Instruments,threatens,1
import restrictions,Texas Instruments,threatens,1
trade embargoes,Texas Instruments,threatens,1
sanctions,Texas Instruments,threatens,1
Texas Instruments,handheld electronics,supplies,1
Corning Inc.,semiconductors,depends_on,1
supply chain,Corning Inc.,disrupts,1
Display Technologies,Corning Inc.,funds,1
ransomware,Corning Inc.,threatens,1
Corning Inc.,greenhouse gases,produces,1
trade restrictions,Corning Inc.,threatens,1
Corning Inc.,Japanese Yen,trades_with,1
Corning Inc.,South Korean won,trades_with,1
Corning Inc.,Chinese yuan,trades_with,1
export controls,Corning Inc.,regulates,1
data privacy requirements,Corning Inc.,regulates,1
tax laws,Corning Inc.,regulates,1
conflict in the Middle East,Gartner,disrupts,1
war in Ukraine,Gartner,disrupts,1
cybersecurity,Gartner,threatens,1
